"DATASETIDENTIFIERCODE","DETAILS","DOWNLOAD LINK","DOWNLOAD SERVICE","ELECTRONICMAILADDRESS","ERRORMESSAGE","MD_DATAIDENTIFICATIONCITATIONANCHOR","METADATASTANDARDVERSION","ORGANISATION","PROTOCOLGROUP","PROTOCOLGROUPTEXT","RESOURCE FILEID","RESOURCE TITLE","RESPONSIBLE ORGANIZATION","SERVICEORGANISATION","TITLE","VIEW SERVICE"
"0d6ccccc-7cfb-4eaa-8dc5-8b433d19b121","View the details� ","Not available","Not available","[""data@rvo.nl,gegevensvragenASB@rvo.nl,gegevensvragenASB@rvo.nl""]","0d6ccccc-7cfb-4eaa-8dc5-8b433d19b121 found","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/0d6ccccc-7cfb-4eaa-8dc5-8b433d19b121","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksdienst voor Ondernemend Nederland (RvO)","0","","0d6ccccc-7cfb-4eaa-8dc5-8b433d19b121","","Ministerie van Landbouw, Natuur en Voedselkwaliteit","service organisation not found","Landbouwbedrijven","Not available"
"73ec579e-c906-433a-b0b6-d3aa33421558","View the details� ","Not available","Not available","[""AIS@LVNL.NL,AIS@LVNL.nl""]","73ec579e-c906-433a-b0b6-d3aa33421558 found","no MD_DataIdentificationCitationAnchor","Nederlands metadata profiel op ISO 19115 voor geografie 1.2","Luchtverkeersleiding Nederland (LVNL)","0","","73ec579e-c906-433a-b0b6-d3aa33421558","","Luchtverkeersleiding Nederland (LVNL)","service organisation not found","Luchtvaartinformatie","Not available"
"88f76a94-ee4d-4e0c-9fde-91b692403e39","View the details� ","Not available","Not available","[""inspire@gbo-provincies.nl,inspire@gbo-provincies.nl,inspire@gbo-provincies.nl""]","88f76a94-ee4d-4e0c-9fde-91b692403e39 found","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=88f76a94-ee4d-4e0c-9fde-91b692403e39","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Interprovinciaal Overleg","0","","88f76a94-ee4d-4e0c-9fde-91b692403e39","","Interprovinciaal Overleg","service organisation not found","Natuurbranden","Not available"
"bc2c53f6-c908-4d7c-a6c0-78d9a2855640","View the details� ","Not available","Not available","[""inspire@gbo-provincies.nl,inspire@gbo-provincies.nl,inspire@gbo-provincies.nl""]","bc2c53f6-c908-4d7c-a6c0-78d9a2855640 found","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=bc2c53f6-c908-4d7c-a6c0-78d9a2855640","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Interprovinciaal Overleg","0","","bc2c53f6-c908-4d7c-a6c0-78d9a2855640","","Interprovinciaal Overleg","service organisation not found","Overstromingsgevaarkaarten","Not available"
"2daad588-11ef-47de-9832-6fe2c3b93e6d","View the details� ","Not available","Not available","[""inspire@gbo-provincies.nl,inspire@gbo-provincies.nl,inspire@gbo-provincies.nl""]","2daad588-11ef-47de-9832-6fe2c3b93e6d found","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=2daad588-11ef-47de-9832-6fe2c3b93e6d","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Interprovinciaal Overleg","0","","2daad588-11ef-47de-9832-6fe2c3b93e6d","","Interprovinciaal Overleg","service organisation not found","Overstromingsrisicokaarten","Not available"
"6f84efeb-fc1d-4565-a721-80735ea57dbd","View the details� ","Not available","Not available","[""info@cultureelerfgoed.nl,info@cultureelerfgoed.nl""]","6f84efeb-fc1d-4565-a721-80735ea57dbd found","https://services.rce.geovoorziening.nl/www/download/nl.xml","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksdienst voor het Cultureel Erfgoed","11","ATOM WMS","6f84efeb-fc1d-4565-a721-80735ea57dbd","","Rijksdienst voor het Cultureel Erfgoed","Rijksdienst voor het Cultureel Erfgoed","Rijksmonumenten (verouderd)","Not available"
"88a3c1ae-902e-4efa-8663-ddd836101929","View the details� ","Not available","Not available","[""info@cultureelerfgoed.nl,info@cultureelerfgoed.nl,info@minlnv.nl,info@cultureelerfgoed.nl""]","88a3c1ae-902e-4efa-8663-ddd836101929 found","https://services.rce.geovoorziening.nl/www/download/nl.xml","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksdienst voor het Cultureel Erfgoed","11","ATOM WMS","88a3c1ae-902e-4efa-8663-ddd836101929","","Rijksdienst voor het Cultureel Erfgoed","Rijksdienst voor het Cultureel Erfgoed","Werelderfgoed","Not available"
"df15af6e-0d21-4437-a69f-802be3479bba","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","df15af6e-0d21-4437-a69f-802be3479bba found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b014","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","df15af6e-0d21-4437-a69f-802be3479bba","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2016 25cm RGB open data","Available"
"1be28290-55fa-4486-b9d3-b9d147117863","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","1be28290-55fa-4486-b9d3-b9d147117863 found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b015","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","1be28290-55fa-4486-b9d3-b9d147117863","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2016 25cm infrarood open data","Available"
"74aca3eb-c38b-4214-9537-e0abc69e11b5","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","74aca3eb-c38b-4214-9537-e0abc69e11b5 found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b017","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","74aca3eb-c38b-4214-9537-e0abc69e11b5","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2017 25cm RGB open data","Available"
"7c24ea89-074e-4c4f-91e3-d38e813e9cb6","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","7c24ea89-074e-4c4f-91e3-d38e813e9cb6 found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b018","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","7c24ea89-074e-4c4f-91e3-d38e813e9cb6","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2017 25cm infrarood open data","Available"
"5b274449-b6c2-4672-a32f-e0bd40975a53","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","5b274449-b6c2-4672-a32f-e0bd40975a53 found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b020","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","5b274449-b6c2-4672-a32f-e0bd40975a53","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2018 25cm RGB open data","Available"
"7f5d7945-8fa8-4d36-be4c-2fdb3c7d613b","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","7f5d7945-8fa8-4d36-be4c-2fdb3c7d613b found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b021","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","7f5d7945-8fa8-4d36-be4c-2fdb3c7d613b","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2018 25cm infrarood open data","Available"
"64ff8561-5c56-4cc1-ae0e-94366fb70b7e","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","64ff8561-5c56-4cc1-ae0e-94366fb70b7e found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b023","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","64ff8561-5c56-4cc1-ae0e-94366fb70b7e","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2019 25cm RGB open data","Available"
"9ed6b8ed-254a-4745-a09a-3b57137d1b69","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","9ed6b8ed-254a-4745-a09a-3b57137d1b69 found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b024","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","9ed6b8ed-254a-4745-a09a-3b57137d1b69","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2019 25cm infrarood open data","Available"
"4e2bb25e-a5a9-43a7-986a-40e7aea32e38","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","4e2bb25e-a5a9-43a7-986a-40e7aea32e38 found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b026","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","4e2bb25e-a5a9-43a7-986a-40e7aea32e38","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2020 25cm RGB open data","Available"
"4cfb1469-a152-4ba6-8fe9-4b627acd7ee0","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","4cfb1469-a152-4ba6-8fe9-4b627acd7ee0 found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b027","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","10","WMS","4cfb1469-a152-4ba6-8fe9-4b627acd7ee0","","Het Waterschapshuis","Beheer PDOK","Luchtfoto Beeldmateriaal 2020 25cm infrarood open data","Available"
"bb286d37-4a1b-495f-9840-20e7292beced","View the details� ","Not available","Not available","[""dpi-gi@kadaster.nl,info@hetwaterschapshuis.nl,kcc@kadaster.nl,"","","","","",""]","bb286d37-4a1b-495f-9840-20e7292beced found","http://kadaster/2482250f-3b00-4439-9f93-f3118229b026","Nederlands metadata profiel op ISO 19115 voor geografie 2.0","Kadaster","0","","bb286d37-4a1b-495f-9840-20e7292beced","","Het Waterschapshuis","service organisation not found","Luchtfoto Beeldmateriaal 2021 7,5cm RGB open data","Available"
"891ddc2d-8949-4a45-be96-c65b87c41f13","View the details� ","Not available","Not available","[""servicedesk-data@rws.nl,servicedesk-data@rws.nl,"",servicedesk-data@rws.nl,servicedesk-data@rws.nl""]","891ddc2d-8949-4a45-be96-c65b87c41f13 found","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/891ddc2d-8949-4a45-be96-c65b87c41f13","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijkswaterstaat","110","WMS WFS","891ddc2d-8949-4a45-be96-c65b87c41f13","","Informatiehuis Water","Rijkswaterstaat","Kaderrichtlijn Water - Monitoringlocaties Nederland","Available"
"110f9ec6-4464-462e-9765-83d90cefbeab","View the details� ","Not available","Not available","[""servicedesk-data@rws.nl,servicedesk-data@rws.nl,"",servicedesk-data@rws.nl,servicedesk-data@rws.nl""]","110f9ec6-4464-462e-9765-83d90cefbeab found","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/10f9ec6-4464-462e-9765-83d90cefbeab","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijkswaterstaat","0","","110f9ec6-4464-462e-9765-83d90cefbeab","","Informatiehuis Water","service organisation not found","Kaderrichtlijn Water - Stroomgebieddistricten Nederland","Available"
"2cc2c30c-91b8-412a-a060-e84d25272581","View the details� ","Not available","Available","[""emissieregistratie@rivm.nl,"",emissieregistratie@rivm.nl""]","2cc2c30c-91b8-412a-a060-e84d25272581 found","https://data.rivm.nl/inspire/id#5cb4b489-67c8-44bc-85c5-424a80a53b3b","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksinstituut voor Volksgezondheid en Milieu","10000110","WFS OtherProtocol WMS","2cc2c30c-91b8-412a-a060-e84d25272581","","RIVM","Rijksinstituut voor Volksgezondheid en Milieu","Zones en agglomeraties (Richtlijn Luchtkwaliteit) 2013","Not available"
"f8d840bc-18df-4449-b797-b9adcb81d3ec","View the details� ","Not available","Available","[""emissieregistratie@rivm.nl,"",emissieregistratie@rivm.nl""]","f8d840bc-18df-4449-b797-b9adcb81d3ec found","https://data.rivm.nl/inspire/id#c6d62f69-7be0-4c19-a4af-d146c6a3c166","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksinstituut voor Volksgezondheid en Milieu","10000110","WFS OtherProtocol WMS","f8d840bc-18df-4449-b797-b9adcb81d3ec","","RIVM","Rijksinstituut voor Volksgezondheid en Milieu","Emissies naar lucht en water in 2015 vanuit de industrie","Not available"
"08b27bf0-e34a-4b30-9eac-5edadfb6a288","View the details� ","Not available","Available","[""emissieregistratie@rivm.nl,"",emissieregistratie@rivm.nl""]","08b27bf0-e34a-4b30-9eac-5edadfb6a288 found","https://data.rivm.nl/inspire/id#1de92b14-bc21-4f33-b0de-abd325e61804","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksinstituut voor Volksgezondheid en Milieu","10000110","WFS OtherProtocol WMS","08b27bf0-e34a-4b30-9eac-5edadfb6a288","","RIVM","Rijksinstituut voor Volksgezondheid en Milieu","Afgevoerde hoeveelheid afval in 2015 vanuit de industrie","Not available"
"f2f86edf-ac3a-48e8-9292-0544da2d7645","View the details� ","Not available","Available","[""emissieregistratie@rivm.nl,"",emissieregistratie@rivm.nl""]","f2f86edf-ac3a-48e8-9292-0544da2d7645 found","https://data.rivm.nl/inspire/id#64d546c9-71d4-4c84-a04c-61c5d0734f65","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksinstituut voor Volksgezondheid en Milieu","10000210","WFS WFS OtherProtocol WMS","f2f86edf-ac3a-48e8-9292-0544da2d7645","","RIVM","Rijksinstituut voor Volksgezondheid en Milieu","Afgevoerde hoeveelheid afval in 2015 vanuit de industrie","Not available"
"d24ccb35-e9d2-41bf-b231-43083fc0c76d","View the details� ","Not available","Available","[""emissieregistratie@rivm.nl,"",emissieregistratie@rivm.nl""]","d24ccb35-e9d2-41bf-b231-43083fc0c76d found","https://data.rivm.nl/inspire/id#6941b1f2-7ee6-4a1d-9cba-9071e3ca6cb3","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksinstituut voor Volksgezondheid en Milieu","10000110","WFS OtherProtocol WMS","d24ccb35-e9d2-41bf-b231-43083fc0c76d","","RIVM","Rijksinstituut voor Volksgezondheid en Milieu","LCP emissies (Richtlijn Industriële emissies) 2016","Not available"
"6c1cf452-8c62-4046-99ab-640a5e184f9c","View the details� ","Not available","Available","[""support@geologischedienst.nl,support@geologischedienst.nl,support@geologischedienst.nl""]","6c1cf452-8c62-4046-99ab-640a5e184f9c found","https://nationaalgeoregister.nl/geonetwork/srv/resources7d4d5090-8b18-4c30-a07a-9d738039112f","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","TNO Geologische Dienst Nederland","0","","6c1cf452-8c62-4046-99ab-640a5e184f9c","","TNO Geologische Dienst Nederland","service organisation not found","Geologisch booronderzoek onder INSPIRE","Not available"
"36a7e8cb-8300-4602-93d2-135943365a6f","View the details� ","Not available","Available","[""emissieregistratie@rivm.nl,"",emissieregistratie@rivm.nl""]","36a7e8cb-8300-4602-93d2-135943365a6f found","https://data.rivm.nl/inspire/id#94b25060-6947-45ff-ab6c-610bb2319d4b","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksinstituut voor Volksgezondheid en Milieu","10000110","WFS OtherProtocol WMS","36a7e8cb-8300-4602-93d2-135943365a6f","","RIVM","Rijksinstituut voor Volksgezondheid en Milieu","Monitoring stations (Nitraatrichtlijn) diepe filters","Not available"
"b61a773c-ecad-4e60-93e9-0a4caac0b52f","View the details� ","Not available","Available","[""support@geologischedienst.nl,support@geologischedienst.nl,support@geologischedienst.nl""]","b61a773c-ecad-4e60-93e9-0a4caac0b52f found","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=b61a773c-ecad-4e60-93e9-0a4caac0b52f","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","TNO Geologische Dienst Nederland","10000001","ATOM OtherProtocol","b61a773c-ecad-4e60-93e9-0a4caac0b52f","","TNO Geologische Dienst Nederland","TNO Geologische Dienst Nederland","Olie- en gasvelden onder INSPIRE","Not available"
"b3f66964-a8c1-456f-9799-9cafca2cb7b1","View the details� ","Not available","Available","[""emissieregistratie@rivm.nl,"",emissieregistratie@rivm.nl""]","b3f66964-a8c1-456f-9799-9cafca2cb7b1 found","https://data.rivm.nl/inspire/id#7247293d-2113-44d8-b335-8167b2ec4d1b","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijksinstituut voor Volksgezondheid en Milieu","10000110","WFS OtherProtocol WMS","b3f66964-a8c1-456f-9799-9cafca2cb7b1","","RIVM","Rijksinstituut voor Volksgezondheid en Milieu","Monitoring stations (Nitraatrichtlijn) ondiepe filters","Not available"
"f99e915a-75e5-4c36-97f2-61eff692d85b","View the details� ","Not available","Available","[""support@geologischedienst.nl,support@geologischedienst.nl,support@geologischedienst.nl""]","f99e915a-75e5-4c36-97f2-61eff692d85b found","https://nationaalgeoregister.nl/geonetwork/srv/resources7e290e63-f991-4cc3-beff-1ff08ce2be77","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","TNO Geologische Dienst Nederland","0","","f99e915a-75e5-4c36-97f2-61eff692d85b","","TNO Geologische Dienst Nederland","service organisation not found","Grondwateronderzoek onder INSPIRE","Not available"
"82d8fb04-6e3d-4a3a-b230-387afd3dd9da","View the details� ","Available","Available","[""datacentrum@knmi.nl,datacentrum@knmi.nl""]","82d8fb04-6e3d-4a3a-b230-387afd3dd9da found","no MD_DataIdentificationCitationAnchor","2003","KNMI","0","","82d8fb04-6e3d-4a3a-b230-387afd3dd9da","","KNMI","service organisation not found","(T) KNMI Actuele synoptische weerwaarnemingen per 10 minuten-KMDS__OPER_P___10M_OBS_L2","Not available"
"280ed37a-b8d2-4ac5-8567-04d84fad3a41","View the details� ","Available","Available","[""data@rvo.nl,data@rvo.nl,beheer@pdok.nl""]","280ed37a-b8d2-4ac5-8567-04d84fad3a41 found","http://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/280ed37a-b8d2-4ac5-8567-04d84fad3a41","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Ministerie van Landbouw, Natuur en Voedselkwaliteit","111","ATOM WFS WMS","280ed37a-b8d2-4ac5-8567-04d84fad3a41","","Ministerie van Landbouw, Natuur en Voedselkwaliteit","Beheer PDOK","Natura 2000 (INSPIRE geharmoniseerd)","Not available"
"fe2f9091-1962-4073-9e3b-3e4aeed488a5","View the details� ","Available","Available","[""ontheffingen@rdw.nl,ontheffingen@rdw.nl,"",""]","fe2f9091-1962-4073-9e3b-3e4aeed488a5 found","https://www.nationaalgeoregister.nl","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","RDW","10000000","OtherProtocol","fe2f9091-1962-4073-9e3b-3e4aeed488a5","","RDW","RDW","Beperkingen voor voertuigen (INSPIRE geharmoniseerde data)","Not available"
"e3b0da1e-0664-4025-b3f5-a54d74a26450","View the details� ","Available","Available","[""support@geologischedienst.nl,support@geologischedienst.nl,support@geologischedienst.nl""]","e3b0da1e-0664-4025-b3f5-a54d74a26450 found","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=e3b0da1e-0664-4025-b3f5-a54d74a26450","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","TNO Geologische Dienst Nederland","10000001","ATOM OtherProtocol","e3b0da1e-0664-4025-b3f5-a54d74a26450","","TNO Geologische Dienst Nederland","TNO Geologische Dienst Nederland","Zoutvelden en zoutproductieputten onder INSPIRE","Not available"
"be1b1514-8d1f-48e1-9624-fee9b784138b","View the details� ","Available","Available","[""servicedesk-data@rws.nl,servicedesk-data@rws.nl,"",servicedesk-data@rws.nl,servicedesk-data@rws.nl""]","be1b1514-8d1f-48e1-9624-fee9b784138b found","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/be1b1514-8d1f-48e1-9624-fee9b784138b","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijkswaterstaat","11","ATOM WMS","be1b1514-8d1f-48e1-9624-fee9b784138b","","Rijkswaterstaat","Beheer PDOK","Vaarwegmarkeringen Nederland","Not available"
"a9b7026e-0a81-4813-93bd-ba49e6f28502","View the details� ","Available","Available","[""servicedesk-data@rws.nl,servicedesk-data@rws.nl,"",servicedesk-data@rws.nl,servicedesk-data@rws.n""]","a9b7026e-0a81-4813-93bd-ba49e6f28502 found","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/a9b7026e-0a81-4813-93bd-ba49e6f28502","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Rijkswaterstaat","22","ATOM ATOM WMS WMS","a9b7026e-0a81-4813-93bd-ba49e6f28502","","Rijkswaterstaat","Beheer PDOK","NWB Wegen – Wegvakken en hectometerpunten","Not available"
"17716ed7-ce0d-4bfd-8868-a398e5578a36","View the details� ","Not available","Available","[""BeheerRPnl@kadaster.nl,ruimtelijkeplannen@kadaster.nl""]","17716ed7-ce0d-4bfd-8868-a398e5578a36 found","http://kadaster/e2318c58-b1e6-4621-9c77-33b8a1fd0e76","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0","Kadaster","11","WMS ATOM","17716ed7-ce0d-4bfd-8868-a398e5578a36","","Kadaster","Beheer PDOK","Ruimtelijke plannen Wro: Ruimtelijkeplannen.nl","Available"
