"DATASETIDENTIFIERCODE","ELECTRONICMAILADDRESS","FEATURE","METADATASTANDARDVERSION","OPERATESON","ORGANISATION","PROTOCOL","RESULTMESSAGE","SERVICEIDENTIFIERCODE","SERVICEPROTOCOL","SERVICETYPE","SORTEDREFS","TITLE","URL"
"155f4288-e7c6-4278-8145-0e8cb5ffe52d babb8ae8-533f-4fd1-be66-e8dcccf20b33 0e6bbc35-489b-4209-8e5c-41e36b9d0351 44b2a450-7000-46fd-a068-e33b26edbd13","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=155f4288-e7c6-4278-8145-0e8cb5ffe52d#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=babb8ae8-533f-4fd1-be66-e8dcccf20b33#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=0e6bbc35-489b-4209-8e5c-41e36b9d0351#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=44b2a450-7000-46fd-a068-e33b26edbd13#MD_DataIdentification""]","Beheer PDOK","OGC:WMS","Operates on:155f4288-e7c6-4278-8145-0e8cb5ffe52d not found in Inspire CSW endpoint in service: 2ca26f5e-0b39-48a4-9e8d-7b9ffde9a5b0 Richtlijn Overstromingsrisico WMS","2ca26f5e-0b39-48a4-9e8d-7b9ffde9a5b0","wms","view","","Richtlijn Overstromingsrisico WMS","https://service.pdok.nl/rws/richtlijnoverstromingsrisico/wms/v1_0?request=GetCapabilities&service=WMS"
"","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","#notpresent","Beheer PDOK","OGC:CSW","Operates on: not found in Inspire CSW endpoint in service: deb81ebe-c7a7-42ba-bc21-f07cd348c3e8 CSW Nationaal Georegister (NGR)","deb81ebe-c7a7-42ba-bc21-f07cd348c3e8","csw","discovery","","CSW Nationaal Georegister (NGR)","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw-inspire?request=GetCapabilities&Service=CSW&Version=2.0.1"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.f8e8e27f-9a8a-4704-b3d6-f42dc97157d2/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: cf89409f-e268-4adb-9f34-a63b84ecfc12 INSPIRE Gecontroleerde klimatologische daggegevens, Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)","cf89409f-e268-4adb-9f34-a63b84ecfc12","unknown","view","","INSPIRE Gecontroleerde klimatologische daggegevens, Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wms/org.874.f8e8e27f-9a8a-4704-b3d6-f42dc97157d2?SERVICE=WMS&Request=GetCapabilities"
"c3955762-73a3-4c16-a15c-f3869487a1ea","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification","Beheer PDOK","INSPIRE Atom","Operates on:c3955762-73a3-4c16-a15c-f3869487a1ea not found in Inspire CSW endpoint in service: b4c6ba17-5daa-47b5-a029-341e2cf772e5 Hydrografie: Netwerk (INSPIRE geharmoniseerd) ATOM","b4c6ba17-5daa-47b5-a029-341e2cf772e5","atom","download","","Hydrografie: Netwerk (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/rws/hydrografie/netwerk/atom/index.xml"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.c9827525-5ea6-47bc-aa4a-3fa9665f0327/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: d0b1a576-d1c5-47b4-972f-353f37eb1f8d INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean wind direction in degrees (360)","d0b1a576-d1c5-47b4-972f-353f37eb1f8d","unknown","view","","INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean wind direction in degrees (360)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wms/org.874.c9827525-5ea6-47bc-aa4a-3fa9665f0327?SERVICE=WMS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.c9827525-5ea6-47bc-aa4a-3fa9665f0327/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 17db4dd9-462f-4b9e-b14f-0004cacdafbb INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean wind direction in degrees (360)","17db4dd9-462f-4b9e-b14f-0004cacdafbb","unknown","download","","INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean wind direction in degrees (360)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wfs/org.874.c9827525-5ea6-47bc-aa4a-3fa9665f0327?SERVICE=WFS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.1d098355-23c3-4bd3-adf6-192549933ec3/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 9de0d2fa-debc-4f27-8298-5399b7844962 INSPIRE Gecontroleerde klimatologische daggegevens, Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values","9de0d2fa-debc-4f27-8298-5399b7844962","unknown","download","","INSPIRE Gecontroleerde klimatologische daggegevens, Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wfs/org.874.1d098355-23c3-4bd3-adf6-192549933ec3?SERVICE=WFS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.28716afd-1e98-4623-9239-8abbd9249408/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 12505d53-a942-467e-a462-ddbe5ac6467f Overzicht van Nederlandse seismologische meetstations","12505d53-a942-467e-a462-ddbe5ac6467f","unknown","download","","Overzicht van Nederlandse seismologische meetstations","https://haleconnect.com/ows/services/org.874.28716afd-1e98-4623-9239-8abbd9249408_wfs?SERVICE=WFS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.1fe64439-81bd-4adb-8a64-957200a4a48a/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 7d33772b-8bb4-4c9a-b5b4-07ada37694cd INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean windspeed (in 0.1 m/s)","7d33772b-8bb4-4c9a-b5b4-07ada37694cd","unknown","view","","INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean windspeed (in 0.1 m/s)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wms/org.874.1fe64439-81bd-4adb-8a64-957200a4a48a?SERVICE=WMS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.f8e8e27f-9a8a-4704-b3d6-f42dc97157d2/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 3fa3aa0b-cd4a-4680-ad2e-89fc28411565 INSPIRE Gecontroleerde klimatologische daggegevens, Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)","3fa3aa0b-cd4a-4680-ad2e-89fc28411565","unknown","download","","INSPIRE Gecontroleerde klimatologische daggegevens, Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wfs/org.874.f8e8e27f-9a8a-4704-b3d6-f42dc97157d2?SERVICE=WFS&Request=GetCapabilities"
"be6551de-a709-4c6d-a5e2-f63f0cf038ba","hydrologistiek@mindef.nl,hydrologistiek@mindef.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?Service=CSW&Request=GetRecordById&Version=2.0.2&id=be6551de-a709-4c6d-a5e2-f63f0cf038ba&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full#MD_DataIdentification","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","[""OGC:WFS,OGC:WFS,OGC:WFS""]","Operates on:be6551de-a709-4c6d-a5e2-f63f0cf038ba not found in Inspire CSW endpoint in service: b6d902f4-97e8-4bcc-ba87-e58134645ab7 Amplitude van het getij op de Noordzee Downloadservice","b6d902f4-97e8-4bcc-ba87-e58134645ab7","wfs","view","","Amplitude van het getij op de Noordzee Downloadservice","https://inspire.caris.nl/gs4/LAT2018OF/ows?service=WFS&version=2.0.0&request=GetCapabilities"
"29d5310f-dd0d-45ba-abad-b4ffc6b8785f f85220d0-10e3-4c9a-b4b2-f8f6fba76ecc 99f89bdb-3992-4a19-b7a1-9afbb5c60402 075311f6-ffd0-404d-bb2e-8bdc8a106440 c124fbf1-232d-4e84-8322-5a91b546adbd c0f5bc57-53a6-417b-806e-61118dc1ec27","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=29d5310f-dd0d-45ba-abad-b4ffc6b8785f#MD_DataIdentification,https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=f85220d0-10e3-4c9a-b4b2-f8f6fba76ecc#MD_DataIdentification,https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=99f89bdb-3992-4a19-b7a1-9afbb5c60402#MD_DataIdentification,https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=075311f6-ffd0-404d-bb2e-8bdc8a106440#MD_DataIdentification,https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c124fbf1-232d-4e84-8322-5a91b546adbd#MD_DataIdentification,https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c0f5bc57-53a6-417b-806e-61118dc1ec27#MD_DataIdentification""]","Beheer PDOK","INSPIRE Atom","Operates on:f85220d0-10e3-4c9a-b4b2-f8f6fba76ecc not found in Inspire CSW endpoint in service: 12fa3d3b-6ed6-4a7b-9231-fc0f856dc643 BRT TOPNL ATOM","12fa3d3b-6ed6-4a7b-9231-fc0f856dc643","atom","download","","BRT TOPNL ATOM","https://service.pdok.nl/brt/topnl/atom/index.xml"
"07d78f5e-f4c4-4c92-b866-94eb2cb38516 cc931834-5f9a-4106-a3a3-d5bf553b2675 917b5ba0-9d8e-4758-83fa-28b057f185e2 11a98cc2-2e64-4f05-ae16-b7677f8054ad 4eee12af-35db-49ff-8bf2-03793c53b739","beheerPDOK@kadaster.nl,beheerPDOK@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=07d78f5e-f4c4-4c92-b866-94eb2cb38516#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=cc931834-5f9a-4106-a3a3-d5bf553b2675#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=917b5ba0-9d8e-4758-83fa-28b057f185e2#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=11a98cc2-2e64-4f05-ae16-b7677f8054ad#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=4eee12af-35db-49ff-8bf2-03793c53b739#MD_DataIdentification""]","Beheer PDOK","OGC:WMS","Operates on:07d78f5e-f4c4-4c92-b866-94eb2cb38516 not found in Inspire CSW endpoint in service: 108fec55-e467-4d04-ab35-fd0d7060e3e2 Richtlijn Stedelijk Afvalwater WMS","108fec55-e467-4d04-ab35-fd0d7060e3e2","wms","view","","Richtlijn Stedelijk Afvalwater WMS","https://service.pdok.nl/rws/richtlijnstedelijkafvalwater/wms/v1_0?request=GetCapabilities&service=WMS"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.1fe64439-81bd-4adb-8a64-957200a4a48a/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: b145a28d-70fd-4a8e-9750-3865bbcc5bea INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean windspeed (in 0.1 m/s)","b145a28d-70fd-4a8e-9750-3865bbcc5bea","unknown","download","","INSPIRE Gecontroleerde klimatologische daggegevens, Vector mean windspeed (in 0.1 m/s)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wfs/org.874.1fe64439-81bd-4adb-8a64-957200a4a48a?SERVICE=WFS&Request=GetCapabilities"
"0e6bbc35-489b-4209-8e5c-41e36b9d0351 babb8ae8-533f-4fd1-be66-e8dcccf20b33 155f4288-e7c6-4278-8145-0e8cb5ffe52d 44b2a450-7000-46fd-a068-e33b26edbd13","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=0e6bbc35-489b-4209-8e5c-41e36b9d0351#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=babb8ae8-533f-4fd1-be66-e8dcccf20b33#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=155f4288-e7c6-4278-8145-0e8cb5ffe52d#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=44b2a450-7000-46fd-a068-e33b26edbd13#MD_DataIdentification""]","Beheer PDOK","INSPIRE Atom","Operates on:0e6bbc35-489b-4209-8e5c-41e36b9d0351 not found in Inspire CSW endpoint in service: 1f7db024-396a-4f3a-b2d9-d09996ea57d1 Richtlijn Overstromingsrisico ATOM","1f7db024-396a-4f3a-b2d9-d09996ea57d1","atom","download","","Richtlijn Overstromingsrisico ATOM","https://service.pdok.nl/rws/richtlijnoverstromingsrisico/atom/index.xml"
"c3955762-73a3-4c16-a15c-f3869487a1ea c3955762-73a3-4c16-a15c-f3869487a1ea c3955762-73a3-4c16-a15c-f3869487a1ea","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification""]","Beheer PDOK","OGC:WMS","Operates on:c3955762-73a3-4c16-a15c-f3869487a1ea not found in Inspire CSW endpoint in service: 57b47cd8-ef75-458d-b5bf-2c3b48f07e17 Hydrografie: Netwerk (INSPIRE geharmoniseerd) WMS","57b47cd8-ef75-458d-b5bf-2c3b48f07e17","wms","view","","Hydrografie: Netwerk (INSPIRE geharmoniseerd) WMS","https://service.pdok.nl/rws/hydrografie/netwerk/wms/v1_0?request=GetCapabilities&service=WMS"
"604d241d-6792-4286-bbef-44b2ce5c38c1 353108a0-f0f8-4f8e-9d0e-60f18dfda169 a33c92d0-e29b-43cb-b681-f942ef597331 0deb6c22-a6ae-453d-a956-205f52141ca1","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=604d241d-6792-4286-bbef-44b2ce5c38c1#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=353108a0-f0f8-4f8e-9d0e-60f18dfda169#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=a33c92d0-e29b-43cb-b681-f942ef597331#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=0deb6c22-a6ae-453d-a956-205f52141ca1#MD_DataIdentification""]","Beheer PDOK","OGC:WMS","Operates on:604d241d-6792-4286-bbef-44b2ce5c38c1 not found in Inspire CSW endpoint in service: 4041f923-6b77-4816-bf46-437e85416c31 Kaderrichtlijn Mariene Strategie Nederland WMS","4041f923-6b77-4816-bf46-437e85416c31","wms","view","","Kaderrichtlijn Mariene Strategie Nederland WMS","https://service.pdok.nl/rws/richtlijnmarienestrategienederland/wms/v1_0?request=GetCapabilities&service=WMS"
"","hydrologistiek@mindef.nl,hydrologistiek@mindef.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=a322184d-6285-4856-bb78-f450b30ffc0e#MD_DataIdentification","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","OGC:WMS","Operates on: not found in Inspire CSW endpoint in service: 17ad94f6-4961-448b-a6f5-5368b7870409 Bathymetrie Nederlands deel van de Noordzee dieper dan 10 m LAT -Viewservice","17ad94f6-4961-448b-a6f5-5368b7870409","wms","view","","Bathymetrie Nederlands deel van de Noordzee dieper dan 10 m LAT -Viewservice","https://inspire.bathy.online/geoserver/bathy/wms?request=GetCapabilities&service=WMS&version=1.3.0"
"5c37d29a-006d-4136-8989-adfc35a1d4a7","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=5c37d29a-006d-4136-8989-adfc35a1d4a7#MD_DataIdentification","Beheer PDOK","INSPIRE Atom","Operates on:5c37d29a-006d-4136-8989-adfc35a1d4a7 not found in Inspire CSW endpoint in service: 68a7e4c1-0073-4a1a-a6df-084d2badf45a CBS Wijken en Buurten 2019 versie 3 ATOM","68a7e4c1-0073-4a1a-a6df-084d2badf45a","atom","download","","CBS Wijken en Buurten 2019 versie 3 ATOM","https://service.pdok.nl/cbs/wijkenbuurten/2019/atom/index.xml"
